words,freq,word_id,gramatica,defini,en,eo,es,fr,capital,nota,vide,orijina,tasonomia,pronuncia,simbol,usa,an,da,de,gl,he,mt,ru
misil,2.1463833440652502e-5,5617,nom util veculo,un arma,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
misteriosa,2.1463833440652502e-5,5625,ajetivo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
mitolojia,2.1463833440652502e-5,5630,nom mitolojia,un colie de mitos,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
mobila,2.1463833440652502e-5,5639,nom arciteta,un cosa alga grande ma movable,piece of furniture,NA,mueble,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
mobilas,2.1463833440652502e-5,5639,nom plural,NA,furniture,NA,muebles,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,møbel,Möbel,NA,NA,NA,NA
modiste,2.1463833440652502e-5,5642,nom,NA,fashion designer,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
modosa,2.1463833440652502e-5,5642,ajetivo,NA,fashionable,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
mol,2.1463833440652502e-5,5657,ajetivo,no dur; fasil moldable,soft (not hard or tough),NA,blando,NA,NA,NA,suave,NA,NA,NA,NA,NA,NA,blød,weich,NA,NA,NA,NA
mol,2.1463833440652502e-5,5658,nom cimica,un unia internasional de cuantia de materia,mole (chemistry),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
molecula,2.1463833440652502e-5,5665,nom cimica,un grupo de atomes liada a lunlotra como la unia la plu fundal de un composada cimical capas de partisipa en reatas cimical,molecule,NA,molécula,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,molekyle,Molekül,NA,NA,NA,NA
monitori,2.1463833440652502e-5,5685,verbo transitiva,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
monitori,2.1463833440652502e-5,5685,nom,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
monopolio,2.1463833440652502e-5,5705,nom mone,la posese o controla escluinte de la furni o comersia de un ben o servi; un compania o grupo con esta potia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
monson,2.1463833440652502e-5,5716,nom tera,un venta saisonal en Asia sude e sude-ueste,monsoon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
morida,2.1463833440652502e-5,5728,ajetivo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
motiva,2.1463833440652502e-5,5765,verbo transitiva siensa-umana,stimula la interesa o zelo de (algun) per fa alga cosa,motivate,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
motiva,2.1463833440652502e-5,5765,nom,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
motor,2.1463833440652502e-5,5767,nom util,un macina cual furni la potia per move un veculo o per opera un otra macina con partes movente,motor,NA,motor,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,motor,Motor,NA,NA,NA,NA
motosicle,2.1463833440652502e-5,8189,nom veculo,un veculo motorida con du rotas,motorcycle,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,motorcykel,Motorrad,NA,NA,NA,NA
muda,2.1463833440652502e-5,5777,ajetivo medica,noncapas de parla; (metafor) tan xocada o emosiada ce on no pote parla,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
muda,2.1463833440652502e-5,5777,nom,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
mugrosa,2.1463833440652502e-5,5781,ajetivo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
multiple,2.1463833440652502e-5,5813,ajetivo matematica,con plu ca un parte,multiple,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
multiple,2.1463833440652502e-5,5813,averbo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
multiple,2.1463833440652502e-5,5813,nom,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
musli,2.1463833440652502e-5,5850,nom cosini,un misca de sereal (tipal avena),muesli,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
muslim,2.1463833440652502e-5,4596,ajetivo,pertinente a islam,Islamic,NA,NA,NA,NA,NA,islam,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
muslim,2.1463833440652502e-5,4596,nom,NA,Islamic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
narval,2.1463833440652502e-5,5890,nom mamal,un balena peti de la Mar Artica,narwhal (whale),NA,narval,narval,NA,NA,NA,NA,Monodon monoceros,NA,NA,NA,NA,NA,Narwal,NA,NA,NA,NA
naseda,2.1463833440652502e-5,5892,ajetivo,NA,born,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
nasionalia,2.1463833440652502e-5,5894,nom,NA,nationality,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
nasionalisme,2.1463833440652502e-5,5894,nom,NA,nationalism,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
nasionaliste,2.1463833440652502e-5,5894,ajetivo,NA,nationalistic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
nasionaliste,2.1463833440652502e-5,5894,nom,NA,nationalist,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
naturali,2.1463833440652502e-5,5899,verbo nontransitiva,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
naturali,2.1463833440652502e-5,5899,verbo transitiva,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
naturali,2.1463833440652502e-5,5899,nom,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
nave,2.1463833440652502e-5,5906,nom arciteta,la parte sentral de un eglesa o catedral cual conteni la plu de la congrega,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
naveta,2.1463833440652502e-5,5907,nom util veculo,un util de lenio con du terminas puntida,shuttle; ferry,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
nebleta,2.1463833440652502e-5,5913,nom,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
neblosa,2.1463833440652502e-5,5913,ajetivo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
nederlandes,2.1463833440652502e-5,5924,ajetivo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
nederlandes,2.1463833440652502e-5,5924,nom demonim,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
neon,2.1463833440652502e-5,5943,nom cimica,la elemento cimical con numero atomal 10,neon,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ne,NA,NA,neon,Neon,NA,NA,NA,NA
neta,2.1463833440652502e-5,5954,ajetivo mone,la cuantia cual resta pos sutrae un imposta,net|nett (money),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
neta,2.1463833440652502e-5,5954,averbo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
neta,2.1463833440652502e-5,5958,nom,un nete fema,granddaughter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
neutra,2.1463833440652502e-5,5980,ajetivo governa biolojia,no aidante o suportante la un lado o la otra en un desacorda,neutral; neuter,NA,neutro,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,kønsløs,geschechtslos,NA,NA,NA,NA
nicel,2.1463833440652502e-5,5993,nom cimica,la elemento cimical con numero atomal 28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ni,NA,NA,NA,NA,NA,NA,NA,NA
nidi,2.1463833440652502e-5,5996,verbo transitiva,NA,nest,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
nitrojen,2.1463833440652502e-5,6018,nom cimica,la elemento cimical con numero atomal 7,nitrogen,NA,nitrógeno,NA,NA,NA,NA,NA,NA,NA,N,NA,NA,kvælstof,Stickstoff,NA,NA,NA,NA
nitrojenosa,2.1463833440652502e-5,6018,ajetivo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
nobil,2.1463833440652502e-5,6027,ajetivo governa istoria,pertinente a o parteninte a la clase sosial eritada con grado alta; con cualias personal o prinsipes moral eselente,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
nobil,2.1463833440652502e-5,6027,nom,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
noia,2.1463833440652502e-5,6031,verbo transitiva,(un parla monotonosa o sin pausa) fa ce (algun) deveni fatigada e noninteresada,bore,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
noia,2.1463833440652502e-5,6031,nom,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
nominada,2.1463833440652502e-5,6035,nom,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
nonasetable,2.1463833440652502e-5,657,ajetivo,NA,unacceptable,NA,NA,inacceptable,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: בלתי קביל,NA,NA
nonasetable,2.1463833440652502e-5,657,nom,NA,no-no,NA,NA,chose impensable,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: דבר שאינו קביל,NA,NA
nonbinaria,2.1463833440652502e-5,1098,ajetivo,NA,non-binary; multigender,NA,NA,non binaire,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: רב-מגדרי,NA,NA
nonbinaria,2.1463833440652502e-5,1098,nom siensa-umana,NA,multigender person,NA,NA,non binaire,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: רב-מגדרי,NA,NA
noncautia,2.1463833440652502e-5,1693,nom,NA,impulsiveness,NA,NA,imprudence,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: פזיזות,NA,NA
noncompleta,2.1463833440652502e-5,1979,ajetivo,NA,incomplete,NA,NA,incomplet,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: חלקי,NA,NA
noncredable,2.1463833440652502e-5,2287,ajetivo,NA,unbelievable,NA,NA,non crédible,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: לא אמין; לא ייאמן; מדהים,NA,NA
noncredable,2.1463833440652502e-5,2287,averbo,NA,unbelievably,NA,NA,incroyablement,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: באופן מדהים,NA,NA
nonculpablia,2.1463833440652502e-5,2435,nom,NA,blamelessness,senkulpeco,NA,innocence,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: חפות,NA,NA
nondependente,2.1463833440652502e-5,2588,ajetivo,NA,not dependent,sendependa,NA,indépendant,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: בלתי תלוי,NA,NA
nondescrivable,2.1463833440652502e-5,2603,ajetivo,NA,indescribable,NA,NA,indescriptible,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: בל יתואר,NA,NA
nondirijeda,2.1463833440652502e-5,2733,ajetivo,NA,undirected,NA,NA,sans direction,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: לא מכוון,NA,NA
nondisturbada,2.1463833440652502e-5,2775,ajetivo,NA,undisturbed,NA,NA,imperturbable,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: לא מוטרד,NA,NA
nonecuilibra,2.1463833440652502e-5,2932,nom,NA,imbalance,NA,NA,déséquilibre,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: חוסר איזון,NA,NA
nonegable,2.1463833440652502e-5,5928,ajetivo,NA,undeniable,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
nonegal,2.1463833440652502e-5,2958,ajetivo,NA,unequal,NA,NA,inégal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: לא שווה,NA,NA
nonesata,2.1463833440652502e-5,3265,ajetivo,NA,inexact,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
nonesata,2.1463833440652502e-5,3265,averbo,NA,not exactly,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
nonespetada,2.1463833440652502e-5,3312,ajetivo,NA,unexpected,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
nonespresable,2.1463833440652502e-5,3323,ajetivo,NA,unspeakable,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
nonformal,2.1463833440652502e-5,3704,ajetivo,NA,informal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
nongrasiada,2.1463833440652502e-5,4070,ajetivo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
nonlegal,2.1463833440652502e-5,4907,ajetivo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
nonlejable,2.1463833440652502e-5,4909,nom,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
nonlimitada,2.1463833440652502e-5,5005,ajetivo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
nonoportun,2.1463833440652502e-5,6230,ajetivo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
nonpermeteda,2.1463833440652502e-5,6740,ajetivo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
nonpermeteda,2.1463833440652502e-5,6740,nom,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
nonpratical,2.1463833440652502e-5,7152,ajetivo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
nonprevidable,2.1463833440652502e-5,9631,ajetivo,NA,unforeseeable,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
nonresistable,2.1463833440652502e-5,7567,ajetivo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
nonsesal,2.1463833440652502e-5,8141,ajetivo,NA,asexual,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
nonsesal,2.1463833440652502e-5,8141,nom,NA,asexual person,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
nonsposida,2.1463833440652502e-5,8499,ajetivo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
nonsposida,2.1463833440652502e-5,8499,nom,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
nonstable,2.1463833440652502e-5,8513,ajetivo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
nonsufisi,2.1463833440652502e-5,8650,nom,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
nonsufisinte,2.1463833440652502e-5,8650,ajetivo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
nontransitiva,2.1463833440652502e-5,9137,ajetivo,NA,intransitive,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
nonusual,2.1463833440652502e-5,9465,ajetivo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
nonusual,2.1463833440652502e-5,9465,averbo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
norma,2.1463833440652502e-5,6045,nom matematica,alga cosa comun,norm,NA,norma,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,standard,Maßstab,NA,NA,NA,NA
normalia,2.1463833440652502e-5,6045,nom,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
normas,2.1463833440652502e-5,6045,nom plural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
noturna,2.1463833440652502e-5,6058,ajetivo biolojia,aveninte o ativa a note,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
noturna,2.1463833440652502e-5,6058,nom arte musica,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
nu,2.1463833440652502e-5,6068,nom,la letera 13 de la alfabeta elinica,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ν ν,NA,NA,NA,NA,NA,NA,NA,NA
nube,2.1463833440652502e-5,6069,nom tera,un masa vidable de vapor condensada de acua,cloud,NA,nube,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sky,Wolke,NA,NA,NA,NA
obedi,2.1463833440652502e-5,6094,verbo transitiva governa,segue (un comanda,obey,NA,obedecer,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,adlyde,gehorchen,NA,NA,NA,NA
obedi,2.1463833440652502e-5,6094,nom,NA,obedience,NA,obediencia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
obelisce,2.1463833440652502e-5,6095,nom arciteta,un colona de cual sua talia traversal es cuadro o retangulo,obelisk,NA,obelisco,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
oce,2.1463833440652502e-5,6106,ajetivo,sufisinte bon,OK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
oce,2.1463833440652502e-5,6106,esclama,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
oculo,2.1463833440652502e-5,6109,nom util,du lentes con un montur,spectacles,NA,lentes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,briller,Brille,NA,NA,NA,NA
odor,2.1463833440652502e-5,6120,nom biolojia,un cualia olable,smell,NA,olor,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,lugt,Duft,NA,NA,NA,NA
ofende,2.1463833440652502e-5,6121,verbo transitiva siensa-umana,fa ce (algun) senti turbada,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ofende,2.1463833440652502e-5,6121,nom,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ofisior,2.1463833440652502e-5,6122,nom,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
oiable,2.1463833440652502e-5,6133,ajetivo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ojiva,2.1463833440652502e-5,6138,nom arciteta,(en arciteta) un arco puntida o gotica; un de la costelas diagonal de un volta; un cosa con esta profil; (en statistica) un graf de frecuentia cumulante; la parte anterior de un misil,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
olocausto,2.1463833440652502e-5,6158,nom istoria,un destrui o masacra estrema,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
omosesal,2.1463833440652502e-5,6193,ajetivo biolojia siensa-umana,(un person) sesal atraeda a persones de la mesma seso; pertinente a la atrae sesal entre persones de la mesma seso,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
omosesal,2.1463833440652502e-5,6193,nom,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
oncin,2.1463833440652502e-5,6199,ajetivo,NA,hooked,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
onorosa,2.1463833440652502e-5,6212,ajetivo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
onorosa,2.1463833440652502e-5,6212,averbo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
opalin,2.1463833440652502e-5,6221,ajetivo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
oposante,2.1463833440652502e-5,6231,ajetivo,NA,opposing,NA,opuesto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,modsat; overfor,entgegengesetzt,NA,NA,NA,NA
opresa,2.1463833440652502e-5,6233,verbo transitiva governa,reteni (algun) en state sclavin e sufrinte,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
opresa,2.1463833440652502e-5,6233,nom,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
orbita,2.1463833440652502e-5,6244,verbo transitiva astronomia anatomia,(un ojeto o veculo spasial) move en curso curva sirca un stela,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
orbita,2.1463833440652502e-5,6244,nom,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
orealeta,2.1463833440652502e-5,6253,nom veste,un joala portada sur la lobe o borda de la orea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
organica,2.1463833440652502e-5,6259,ajetivo biolojia,pertinente a,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
organo,2.1463833440652502e-5,6262,nom biolojia musica,un parte de un organisme,organ (anatomy,NA,órgano,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,organ,Organ; Orgel,NA,NA,NA,NA
orgulo,2.1463833440652502e-5,6266,nom siensa-umana,un senti de plaser o sasia grande,pride,NA,orgullo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,stolthed,Stolz,NA,NA,NA,NA
orizon,2.1463833440652502e-5,6275,nom fisica tera arte,la linia longo cual la sielo pare toca la tera o la tetos de construidas,horizon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
orizonal,2.1463833440652502e-5,6275,ajetivo,paralel a,horizontal; landscape (orientation),NA,horizontal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,horisontal,horizontal,NA,NA,NA,NA
ormon,2.1463833440652502e-5,6279,nom biolojia,un materia regulante,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ornosa,2.1463833440652502e-5,6280,ajetivo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
orolojeta,2.1463833440652502e-5,6286,nom,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ostenta,2.1463833440652502e-5,6346,verbo transitiva siensa-umana,mostra sua cualias,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ostenta,2.1463833440652502e-5,6346,nom,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
otenida,2.1463833440652502e-5,6365,nom,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
otical,2.1463833440652502e-5,6366,ajetivo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
otimiste,2.1463833440652502e-5,6368,ajetivo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
otimiste,2.1463833440652502e-5,6368,nom,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
oval,2.1463833440652502e-5,6380,ajetivo matematica,con forma ronda e cuasi longida,oval,NA,óvalo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,oval,Oval,NA,NA,NA,NA
oval,2.1463833440652502e-5,6380,nom,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ovn,2.1463833440652502e-5,6387,corti mitolojia,ojeto volante nonidentifiada,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
paceta,2.1463833440652502e-5,6398,nom,NA,package,NA,paquete,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,pakke,Paket,NA,NA,NA,NA
