word,gramatica,defini,en,eo,es,fr,capital,nota,vide,orijina,tasonomia,pronuncia,simbol,usa,an,da,de,gl,he,mt,ru,word_id,sim
Desertos Australian,nom plural jeografial,NA,Australian Deserts,NA,NA,déserts australiens,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: מדבריות אוסטרליה,NA,NA,780,NA
emiplejica,ajetivo,NA,hemiplegic,NA,NA,hémiplégique,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: משותק בחצי גוף,NA,NA,3057,NA
osiosa,ajetivo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6325,NA
nonpunida,ajetivo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7353,NA
ipopotamo,nom mamal,un mamal grande con pel spesa e dentones grande,NA,NA,NA,NA,NA,NA,NA,NA,Hippopotamus amphibius,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4571,NA
gastroenterolojiste,nom,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3924,NA
lobe tempal,nom,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8887,NA
sieci,verbo nontransitiva,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8199,NA
traposa,ajetivo,NA,ragged,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9155,NA
unitarian,nom,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9422,NA
sorbe ruidosa,verbo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8422,NA
demografiste,nom,NA,demographer,NA,NA,démographe,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: דמוגרף,NA,NA,2569,NA
felisi,verbo transitiva,NA,cheer up,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3526,NA
ruba,verbo transitiva governa,prende nonlegal la propria de (un person o loca) par forsa o menasa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7728,NA
seniorisme,nom,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8060,NA
de ante,averbo,NA,from ahead,NA,NA,en avance,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: מקדימה,NA,NA,421,NA
mesensefalo,nom anatomia,un parte de la sistem de nervos,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5468,NA
trafica de armas,nom,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9112,NA
tela de bani,nom,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8856,NA
revista,verbo transitiva arte,resenia un libro,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7608,NA
lusio,nom pex,un pex longa e xasante,pike (fish),NA,NA,NA,NA,NA,NA,NA,Esox,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5126,NA
Curdistan,nom jeografial,un rejion a sude de la Montes Caucaso,Kurdistan,NA,NA,Kurdistan,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: כורדיסטן,NA,NA,2468,NA
sespe,nom,un peso o area de tera con erba cresente sur lo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8142,NA
stiliste,nom,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8561,NA
acorda de coesiste,nom,NA,modus vivendi,NA,NA,modus vivendi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: מודוס ויוונדי,NA,NA,57,NA
pianiste,nom,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6805,NA
aligator,nom retil,un retil grande e semiacual,alligator,NA,NA,alligator,NA,NA,NA,NA,Alligator,NA,NA,NA,NA,NA,NA,NA,he: תנין,NA,NA,203,NA
terminolojiste,nom,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8943,NA
preposada,nom linguistica,un parola cual governa la nom o pronom cual segue lo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7172,NA
ecuinote de primavera,nom,NA,vernal equinox,NA,NA,équinoxe de printemps,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: נקודת השיוויון האביבית,NA,NA,2933,NA
ematuria,nom medica,la presentia de sangue en urina,hematuria|ae (medical),NA,NA,hématurie (médecine),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: דם בשתן,NA,NA,3037,NA
nongradida,ajetivo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4041,NA
defetosa,nom,NA,dud,NA,NA,raté,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: (מכשיר) נפל,NA,NA,2544,NA
ensende criminal,nom,NA,arson,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3144,NA
dentin,nom biolojia anatomia,la texeda dur,dentin|dentine,NA,NA,dentine,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: דנטין,NA,NA,2585,NA
portabroca,nom verbo-nom,un abrasador spesialida per teni un ojeto silindre,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7070,NA
telas de leto,nom,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8856,NA
multiplida par,preposada,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5813,NA
orfan,nom,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6257,NA
ioruba,ajetivo demonim,de o pertinente a la popla de Nijeria sude-ueste e Benin,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4516,NA
prefisa,nom,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7164,NA
noncoresponde,nom,NA,mismatch,NA,NA,non-correspondance,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: אי-התאמה,NA,NA,2168,NA
salpica,verbo transitiva,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7801,NA
colaboror,nom,NA,collaborator,NA,NA,collaborateur,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: משתף פעולה,NA,NA,1891,NA
arde de ereses,nom,NA,auto-da-fé,NA,NA,autodafé,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: העלאה על המוקד,NA,NA,556,NA
scet,nom sporte,un plance magra e corta,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7925,NA
latina clavis (clave),NA,NA,autoclave,NA,NA,autoclave,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: אוטוקלב,NA,NA,789,NA
reprodui esata,nom,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7552,NA
sin corda,ajetivo,NA,cordless,NA,NA,non encordé,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: אלחוטי,NA,NA,2155,NA
surie dentosa,verbo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8704,NA
pex de rocas,nom pex,un pex de mar con corpo plata,NA,NA,NA,NA,NA,NA,NA,NA,Sebastes {e otra jeneros :: and other genera},NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6795,NA
ofre plu ca,verbo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6123,NA
luable,ajetivo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5106,NA
monococo,ajetivo,(un spesie de trigo) en cual cada spigeta conteni sola un gran,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5690,NA
baroca,ajetivo musica arte arciteta,pertinente a la stilo de arciteta,baroque,NA,NA,baroque,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: (אמנות) בארוק,NA,NA,960,NA
teolojiste,nom,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8918,NA
patrulia furtiva,verbo transitiva,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6628,NA
leteratur,nom arte,obras scriveda,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4942,NA
impresa,nom,NA,impression,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4348,NA
codetas,nom plural,NA,bunches,NA,NA,nattes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: קוקיות,NA,NA,1870,NA
iodle,nom,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4501,NA
focador,nom,NA,lighter; torch,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3670,NA
arjentor,nom,NA,silversmith,NA,NA,orfèvre argentier,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: חרש כסף,NA,NA,585,NA
America,nom jeografial,un masa de tera en la emisfera ueste,America,NA,NA,Amérique,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: יבשת אמריקה,NA,NA,282,NA
bonodori,nom,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6120,NA
foso,nom tera,un canal magra escavada en la tera,ditch,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3730,NA
nonsasiante,ajetivo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7869,NA
reasorbe,verbo transitiva,NA,reabsorb,NA,NA,réabsorber,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: לספוג מחדש,NA,NA,687,NA
postraumal,ajetivo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9161,NA
pseudo-,prefisa tecnical,falsa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7307,NA
neuron,nom anatomia,un selula spesialida en la transmete de impulsas de nervos,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5971,NA
edita,verbo transitiva arte informatica,prepara (scrivedas) per publici,edit,NA,NA,éditer,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: לערוך,NA,NA,2946,NA
bisicle per du,nom,NA,tandem,NA,NA,tandem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: אופני טנדם,NA,NA,1139,NA
confirma,nom,NA,confirmation (including religious),NA,NA,confirmation,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: אישור,NA,NA,2020,NA
nefron,nom anatomia,un de la unias funsional en la ren,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5927,NA
Mar Atlantica,nom jeografial,la mar du de la plu grandes de la Tera,Atlantic Ocean,NA,NA,océan Atlantique,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: הים האטלנטי,NA,NA,747,NA
despolvi,verbo transitiva,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7035,NA
canonor,nom,NA,cannoneer,NA,NA,canonnier,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: תותחן,NA,NA,1505,NA
Busola,nom astronomia,un constela minor en la sielo sude,Pyxis (constellation),NA,NA,la Boussole,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: מצפן (קבוצת כוכבים),NA,NA,1360,NA
nominativa,ajetivo linguistica,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6037,NA
pasea lunal,verbo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6593,NA
enzima,nom biolojia cimica,un materia produida par un organisme,enzyme,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3170,NA
bezica,nom sporte,un jua de cartas per du persones usante 64 cartas (la sete asta la as de du pacetas),bezique (card game),NA,NA,bésigue (jeu de cartes),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: בזיק (משחק קלפים),NA,NA,1062,NA
petra de angulo,nom,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6784,NA
bambola,verbo nontransitiva,move en modo nonstable de lado a lado,wobble,NA,NA,tituber,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: להתנודד,NA,NA,909,NA
astruzo,nom avia,un avia de Africa cual pote core rapida ma no pote vola,ostrich,NA,NA,autruche,NA,NA,NA,NA,Struthio camelus,NA,NA,NA,NA,NA,NA,NA,he: יען,NA,NA,724,NA
promedia,ajetivo matematica,avente cualias regardada como tipal de un grupo spesifada; con la nivel o cuantia comun o normal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7243,NA
revende,verbo transitiva,NA,resell,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9562,NA
sientolojia,nom relijio,un relijio de la developa spirital par studia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8203,NA
resenial,ajetivo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7558,NA
basilo,nom biolojia medica,un bateria con forma de paleta,bacillus (bacterium),NA,NA,bacille (bactérie),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: בצילוס,NA,NA,971,NA
espresa cortes,nom,NA,pleasantry,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3323,NA
hindi,ajetivo demonim,pertinente a la lingua industani la plu comun parlada en Barat norde,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4178,NA
padrisidor,nom,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6401,NA
aulo,nom musica,un strumento de venta de Elas antica,aulos (musical instrument),NA,NA,aulos (flûte),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: אאולוס (כלי נגינה),NA,NA,775,NA
tristi,verbo nontransitiva,NA,sadden,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9222,NA
colori,verbo transitiva,NA,color|ur,NA,NA,colorer,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: לצבוע (להוסיף צבע),NA,NA,1927,NA
comensa,nom,NA,commencement,NA,NA,commencement,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: התחלה,NA,NA,1951,NA
varial,ajetivo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9528,NA
dietal,ajetivo,NA,dietary,NA,NA,diététique,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: דיאטי,NA,NA,2682,NA
trictracor,nom,NA,backgammon player,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9190,NA
descurvi,verbo nontransitiva,NA,unbend,NA,enderezar,se redresser,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: להתיישר (ממצב עקום),NA,NA,2478,NA
pex anjelin,nom pex,un pex con corpo ronda ma ladal compresada,NA,NA,NA,NA,NA,NA,NA,NA,Pterophyllum,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6795,NA
sarda,ajetivo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7859,NA
fretor,nom,NA,hurrier,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3781,NA
itera,verbo nontransitiva informatica,(un ata o dise) deveni repeteda; (un prosede matematical o computante) sicli,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4626,NA
conjestada,ajetivo,NA,congested,NA,NA,congestionné,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: גדוש,NA,NA,2039,NA
iocto-,prefisa tecnical,{10^-24},NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4500,NA
paiada par taxe,ajetivo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6405,NA
lansa de fenetra,nom,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4847,NA
osila,verbo transitiva fisica,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6322,NA
moniste,nom,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5683,NA
sin cortina,ajetivo,NA,uncurtained,NA,NA,dépourvu de rideau,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: ללא וילון,NA,NA,2204,NA
virolojiste,nom,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9662,NA
eritema,nom medica,un roji de la pel,erythema (medical),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3229,NA
desrami,verbo transitiva,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7427,NA
fresci,verbo transitiva,NA,freshen,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3777,NA
memoria sensal,nom,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5417,NA
-an,sufisa ajetivo,ajuntada a un nom jeografial per formi un ajetivo pertinente a la loca,-an,NA,NA,-ain,NA,NA,-es,NA,NA,NA,NA,italian; suburban; victorian,NA,NA,NA,NA,he: (סיומת) ששייך למקום או לעם,NA,NA,320,NA
criptoiudi,nom,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2326,NA
sinieta agu,nom,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8268,NA
predetermina,nom,NA,predetermination,NA,NA,prédétermination,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: הגדרה מראש,NA,NA,2630,NA
arboran,nom avia,un corvo asian con coda longa e plumas negra o brun e gris,treepie (bird),NA,NA,témia (oiseau),NA,NA,NA,NA,Crypsirina,NA,NA,NA,NA,NA,NA,NA,he: סוג של ציפור,NA,NA,532,NA
developa,nom,NA,development,NA,NA,développement,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: התפתחות,NA,NA,2640,NA
desepara,verbo nontransitiva,NA,desegregate,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8086,NA
etimolojial,ajetivo,NA,etymological,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3388,NA
cuxin de testa,nom,NA,pillow,NA,almohada,oreiller,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: כרית (לראש),NA,NA,2485,NA
solo de tera,nom,la strato superior de la tera,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8402,NA
ambifilia,nom siensa-umana,un atrae sesal a e omes e femes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,269,NA
apocrifas,nom plural,NA,apocrypha,NA,NA,apocryphe,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: אפוקריפה,NA,NA,493,NA
evalua medical,nom,NA,check-up,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3428,NA
brancia,nom anatomia biolojia,un organo respiral de pexes e alga amfibios,gill,NA,NA,branchie,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: זים,NA,NA,1254,NA
acorda,nom musica linguistica,armonia de opina; un grupo de notas armoniosa cual sona en junta; un cambia a la infleta de un parola,agreement,konsento,NA,accord,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: הסכמה,NA,NA,57,NA
desobedi,verbo transitiva,NA,disobey; break (rule,NA,desobedecer,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6094,NA
esclui,nom,NA,exclusion,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3271,NA
bricola,verbo nontransitiva,fa taxes diversa per manteni un casa o jardin; construi o decora mesma sua casa,do odd jobs,NA,NA,bricoler,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: לשפץ,NA,NA,1271,NA
madre par sposi,nom,NA,mother-in-law,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5163,NA
palasin,ajetivo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6414,NA
estremofilica,nom,NA,extremophile,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3354,NA
preveni,nom,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7192,NA
influablia,nom,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4410,NA
Guiana,nom jeografial,un pais a la costa norde-este de America Sude,Guyana,NA,NA,NA,Georgetown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4112,NA
astenisme,nom,NA,asceticism,NA,NA,ascétisme,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: סגפנות,NA,NA,704,NA
casa de club,nom,NA,clubhouse,NA,NA,pavillon-club,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: מועדון,NA,NA,1634,NA
revide,nom,NA,seeing again,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9631,NA
savoian,ajetivo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7895,NA
arcitetor,nom,NA,architect,NA,arquitecto,architecte,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: ארכיטקט,NA,NA,550,NA
solidi,nom,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8398,NA
person de mundo,nom,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6755,NA
calminte,ajetivo,NA,calming; sedative,NA,NA,calmant,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: מרגיע,NA,NA,1443,NA
diabete,nom medica,un maladia de metaboli en cual la capasia de la corpo per produi insulina es diminuida o asente,diabetes,NA,NA,diabète,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: סוכרת,NA,NA,2649,NA
ambifilica,ajetivo,NA,ambiphilic,NA,NA,bisexuel,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: דו-מיני,NA,NA,269,NA
esede,nom,NA,excess,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3278,NA
pensa ladal,verbo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6682,NA
cruton,nom cosini,un peso peti de pan,crouton,NA,NA,croûton (dans une soupe,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: קרוטון,NA,NA,2377,NA
bebop,nom musica,un tipo de jaz de la desenio de 1940,bebop (music),NA,NA,be-bop (musique),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: (מוזיקה) ביבופ,NA,NA,1006,NA
plastica,nom,NA,plastic,plastiko,plástico,plastique,NA,NA,NA,NA,NA,NA,NA,NA,NA,plastik,Kunststoff,NA,NA,NA,NA,6920,NA
antilope,nom mamal,un mamal remasticante simil a un servo,antelope,NA,NA,antilope,NA,NA,NA,NA,Alcelaphinae,NA,NA,NA,NA,NA,NA,NA,he: אנטילופה,NA,NA,434,NA
acre,nom,un unia vea de area,acre,akreo,NA,acre,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: אקר (יחידת מידה לשטח),NA,NA,59,NA
sin atesta,ajetivo,NA,intestate,NA,NA,sans témoin,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: שלא הותיר אחריו צוואה,NA,NA,743,NA
